item_key,expansion,rareza,nombre_carta,numero_carta,precio_anterior,precio_actual,diferencia_precio,porcentaje_variacion,estado_variacion,precio_referencia,margen_estimado,porcentaje_margen,clasificacion_oportunidad,estado_scraping,mensaje_error,timestamp_ejecucion,url_carta
ME02: Phantasmal Flames|Ultra Rare|Mega Heracross ex|108/094,ME02: Phantasmal Flames,Ultra Rare,Mega Heracross ex,108/094,2.48,2.38,-0.10000000000000009,-0.040322580645161324,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/662187/pokemon-me02-phantasmal-flames-mega-heracross-ex-108-094?Condition=Near+Mint&Printing=Holofoil&page=1
ME01: Mega Evolution|Ultra Rare|Mega Kangaskhan ex|164/132,ME01: Mega Evolution,Ultra Rare,Mega Kangaskhan ex,164/132,4.99,4.9,-0.08999999999999986,-0.018036072144288547,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/654503/pokemon-me01-mega-evolution-mega-kangaskhan-ex-164-132?Condition=Near+Mint&Printing=Holofoil&page=1
ME01: Mega Evolution|Double Rare|Mega Latias ex|100/132,ME01: Mega Evolution,Double Rare,Mega Latias ex,100/132,0.71,0.62,-0.08999999999999997,-0.12676056338028166,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/654439/pokemon-me01-mega-evolution-mega-latias-ex-100-132?Condition=Near+Mint&Printing=Holofoil&page=1
ME01: Mega Evolution|Special Illustration Rare|Mega Latias ex|181/132,ME01: Mega Evolution,Special Illustration Rare,Mega Latias ex,181/132,92.63,92.59,-0.03999999999999204,-0.00043182554248075183,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/654520/pokemon-me01-mega-evolution-mega-latias-ex-181-132?Condition=Near+Mint&Printing=Holofoil&page=1
ME02: Phantasmal Flames|Special Illustration Rare|Mega Lopunny ex|128/094,ME02: Phantasmal Flames,Special Illustration Rare,Mega Lopunny ex,128/094,18.04,17.7,-0.33999999999999986,-0.018847006651884695,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/662190/pokemon-me02-phantasmal-flames-mega-lopunny-ex-128-094?Condition=Near+Mint&Printing=Holofoil&page=1
ME01: Mega Evolution|Ultra Rare|Mega Lucario ex|160/132,ME01: Mega Evolution,Ultra Rare,Mega Lucario ex,160/132,12.68,12.5,-0.17999999999999972,-0.014195583596214489,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/654499/pokemon-me01-mega-evolution-mega-lucario-ex-160-132?Condition=Near+Mint&Printing=Holofoil&page=1
ME01: Mega Evolution|Double Rare|Mega Manectric ex|050/132,ME01: Mega Evolution,Double Rare,Mega Manectric ex,050/132,0.62,0.56,-0.05999999999999994,-0.09677419354838701,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/654389/pokemon-me01-mega-evolution-mega-manectric-ex-050-132?Condition=Near+Mint&Printing=Holofoil&page=1
ME01: Mega Evolution|Ultra Rare|Mega Manectric ex|158/132,ME01: Mega Evolution,Ultra Rare,Mega Manectric ex,158/132,2.37,2.31,-0.06000000000000005,-0.025316455696202552,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/654497/pokemon-me01-mega-evolution-mega-manectric-ex-158-132?Condition=Near+Mint&Printing=Holofoil&page=1
ME01: Mega Evolution|Double Rare|Mega Mawile ex|094/132,ME01: Mega Evolution,Double Rare,Mega Mawile ex,094/132,0.73,0.68,-0.04999999999999993,-0.06849315068493142,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/654433/pokemon-me01-mega-evolution-mega-mawile-ex-094-132?Condition=Near+Mint&Printing=Holofoil&page=1
ME01: Mega Evolution|Ultra Rare|Mega Mawile ex|162/132,ME01: Mega Evolution,Ultra Rare,Mega Mawile ex,162/132,2.37,2.32,-0.050000000000000266,-0.02109704641350222,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/654501/pokemon-me01-mega-evolution-mega-mawile-ex-162-132?Condition=Near+Mint&Printing=Holofoil&page=1
ME: Ascended Heroes|Double Rare|Mega Meganium ex|010/217,ME: Ascended Heroes,Double Rare,Mega Meganium ex,010/217,1.33,1.23,-0.10000000000000009,-0.0751879699248121,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/675822/pokemon-me-ascended-heroes-mega-meganium-ex-010-217?Condition=Near+Mint&Printing=Holofoil&page=1
ME04: Chaos Rising|Ultra Rare|Mega Pyroar ex|099/086,ME04: Chaos Rising,Ultra Rare,Mega Pyroar ex,099/086,4.15,4.02,-0.13000000000000078,-0.03132530120481946,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/693520/pokemon-me04-chaos-rising-mega-pyroar-ex-099-086?Condition=Near+Mint&Printing=Holofoil&page=1
ME02: Phantasmal Flames|Double Rare|Mega Sharpedo ex|061/094,ME02: Phantasmal Flames,Double Rare,Mega Sharpedo ex,061/094,0.74,0.63,-0.10999999999999999,-0.14864864864864863,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/662191/pokemon-me02-phantasmal-flames-mega-sharpedo-ex-061-094?Condition=Near+Mint&Printing=Holofoil&page=1
ME02: Phantasmal Flames|Ultra Rare|Mega Sharpedo ex|113/094,ME02: Phantasmal Flames,Ultra Rare,Mega Sharpedo ex,113/094,2.0,1.99,-0.010000000000000009,-0.0050000000000000044,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/662192/pokemon-me02-phantasmal-flames-mega-sharpedo-ex-113-094?Condition=Near+Mint&Printing=Holofoil&page=1
ME02: Phantasmal Flames|Special Illustration Rare|Mega Sharpedo ex|127/094,ME02: Phantasmal Flames,Special Illustration Rare,Mega Sharpedo ex,127/094,21.1,20.97,-0.13000000000000256,-0.006161137440758415,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/662193/pokemon-me02-phantasmal-flames-mega-sharpedo-ex-127-094?Condition=Near+Mint&Printing=Holofoil&page=1
ME01: Mega Evolution|Ultra Rare|Mega Signal|171/132,ME01: Mega Evolution,Ultra Rare,Mega Signal,171/132,0.96,0.93,-0.029999999999999916,-0.031249999999999913,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/654510/pokemon-me01-mega-evolution-mega-signal-171-132?Condition=Near+Mint&Printing=Holofoil&page=1
ME03: Perfect Order|Double Rare|Mega Skarmory ex|055/088,ME03: Perfect Order,Double Rare,Mega Skarmory ex,055/088,0.57,0.52,-0.04999999999999993,-0.08771929824561392,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/684351/pokemon-me03-perfect-order-mega-skarmory-ex-055-088?Condition=Near+Mint&Printing=Holofoil&page=1
ME03: Perfect Order|Ultra Rare|Mega Skarmory ex|106/088,ME03: Perfect Order,Ultra Rare,Mega Skarmory ex,106/088,4.3,4.2,-0.09999999999999964,-0.023255813953488292,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/684352/pokemon-me03-perfect-order-mega-skarmory-ex-106-088?Condition=Near+Mint&Printing=Holofoil&page=1
ME03: Perfect Order|Double Rare|Mega Starmie ex|021/088,ME03: Perfect Order,Double Rare,Mega Starmie ex,021/088,0.71,0.66,-0.04999999999999993,-0.07042253521126751,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/684360/pokemon-me03-perfect-order-mega-starmie-ex-021-088?Condition=Near+Mint&Printing=Holofoil&page=1
ME03: Perfect Order|Special Illustration Rare|Mega Starmie ex|118/088,ME03: Perfect Order,Special Illustration Rare,Mega Starmie ex,118/088,50.82,50.51,-0.3100000000000023,-0.006099960645415236,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/684362/pokemon-me03-perfect-order-mega-starmie-ex-118-088?Condition=Near+Mint&Printing=Holofoil&page=1
ME01: Mega Evolution|Double Rare|Mega Venusaur ex|003/132,ME01: Mega Evolution,Double Rare,Mega Venusaur ex,003/132,0.88,0.79,-0.08999999999999997,-0.10227272727272724,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/654342/pokemon-me01-mega-evolution-mega-venusaur-ex-003-132?Condition=Near+Mint&Printing=Holofoil&page=1
ME01: Mega Evolution|Ultra Rare|Mega Venusaur ex|155/132,ME01: Mega Evolution,Ultra Rare,Mega Venusaur ex,155/132,12.94,12.7,-0.2400000000000002,-0.01854714064914994,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/654494/pokemon-me01-mega-evolution-mega-venusaur-ex-155-132?Condition=Near+Mint&Printing=Holofoil&page=1
ME01: Mega Evolution|Special Illustration Rare|Mega Venusaur ex|177/132,ME01: Mega Evolution,Special Illustration Rare,Mega Venusaur ex,177/132,157.44,156.85,-0.5900000000000034,-0.0037474593495935176,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/654516/pokemon-me01-mega-evolution-mega-venusaur-ex-177-132?Condition=Near+Mint&Printing=Holofoil&page=1
ME03: Perfect Order|Double Rare|Mega Zygarde ex|047/088,ME03: Perfect Order,Double Rare,Mega Zygarde ex,047/088,0.6,0.57,-0.030000000000000027,-0.050000000000000044,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/684336/pokemon-me03-perfect-order-mega-zygarde-ex-047-088?Condition=Near+Mint&Printing=Holofoil&page=1
ME03: Perfect Order|Mega Hyper Rare|Mega Zygarde ex|124/088,ME03: Perfect Order,Mega Hyper Rare,Mega Zygarde ex,124/088,139.1,138.96,-0.13999999999998636,-0.001006470165348572,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/684339/pokemon-me03-perfect-order-mega-zygarde-ex-124-088?Condition=Near+Mint&Printing=Holofoil&page=1
SV: Black Bolt|Double Rare|Meloetta ex|044/086,SV: Black Bolt,Double Rare,Meloetta ex,044/086,0.59,0.56,-0.029999999999999916,-0.0508474576271185,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/642496/pokemon-sv-black-bolt-meloetta-ex?Condition=Near+Mint&Printing=Holofoil&page=1
ME02: Phantasmal Flames|Illustration Rare|Meowth|106/094,ME02: Phantasmal Flames,Illustration Rare,Meowth,106/094,21.28,21.17,-0.10999999999999943,-0.0051691729323308,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/662195/pokemon-me02-phantasmal-flames-meowth?Condition=Near+Mint&Printing=Holofoil&page=1
ME03: Perfect Order|Double Rare|Meowth ex|062/088,ME03: Perfect Order,Double Rare,Meowth ex,062/088,2.68,2.35,-0.33000000000000007,-0.12313432835820898,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/684340/pokemon-me03-perfect-order-meowth-ex-062-088?Condition=Near+Mint&Printing=Holofoil&page=1
ME03: Perfect Order|Special Illustration Rare|Meowth ex|121/088,ME03: Perfect Order,Special Illustration Rare,Meowth ex,121/088,135.43,135.29,-0.14000000000001478,-0.0010337443697852379,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/684342/pokemon-me03-perfect-order-meowth-ex-121-088?Condition=Near+Mint&Printing=Holofoil&page=1
SV09: Journey Together|Double Rare|Mimikyu ex|069/159,SV09: Journey Together,Double Rare,Mimikyu ex,069/159,1.39,1.35,-0.039999999999999813,-0.028776978417266053,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/623496/pokemon-sv09-journey-together-mimikyu-ex?Condition=Near+Mint&Printing=Holofoil&page=1
ME: Ascended Heroes|Illustration Rare|Misdreavus|233/217,ME: Ascended Heroes,Illustration Rare,Misdreavus,233/217,6.19,6.08,-0.11000000000000032,-0.01777059773828761,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/676045/pokemon-me-ascended-heroes-misdreavus-233-217?Condition=Near+Mint&Printing=Holofoil&page=1
ME02: Phantasmal Flames|Double Rare|Mismagius ex|036/094,ME02: Phantasmal Flames,Double Rare,Mismagius ex,036/094,0.68,0.63,-0.050000000000000044,-0.07352941176470594,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/662199/pokemon-me02-phantasmal-flames-mismagius-ex-036-094?Condition=Near+Mint&Printing=Holofoil&page=1
ME02: Phantasmal Flames|Ultra Rare|Mismagius ex|112/094,ME02: Phantasmal Flames,Ultra Rare,Mismagius ex,112/094,1.72,1.67,-0.050000000000000044,-0.029069767441860492,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/662200/pokemon-me02-phantasmal-flames-mismagius-ex-112-094?Condition=Near+Mint&Printing=Holofoil&page=1
SV10: Destined Rivals|Illustration Rare|Misty's Lapras|194/182,SV10: Destined Rivals,Illustration Rare,Misty's Lapras,194/182,40.15,39.8,-0.3500000000000014,-0.008717310087173136,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/632994/pokemon-sv10-destined-rivals-mistys-lapras-194-182?Condition=Near+Mint&Printing=Holofoil&page=1
SV10: Destined Rivals|Illustration Rare|Misty's Psyduck|193/182,SV10: Destined Rivals,Illustration Rare,Misty's Psyduck,193/182,68.76,68.55,-0.21000000000000796,-0.0030541012216406043,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/632993/pokemon-sv10-destined-rivals-mistys-psyduck-193-182?Condition=Near+Mint&Printing=Holofoil&page=1
ME: Ascended Heroes|Ultra Rare|N's PP Up|262/217,ME: Ascended Heroes,Ultra Rare,N's PP Up,262/217,2.34,2.23,-0.10999999999999988,-0.04700854700854696,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/676074/pokemon-me-ascended-heroes-ns-pp-up-262-217?Condition=Near+Mint&Printing=Holofoil&page=1
SV: Black Bolt|Special Illustration Rare|N's Plan|170/086,SV: Black Bolt,Special Illustration Rare,N's Plan,170/086,73.9,73.58,-0.3200000000000074,-0.004330175913396582,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/642622/pokemon-sv-black-bolt-ns-plan-170-086?Condition=Near+Mint&Printing=Holofoil&page=1
SV09: Journey Together|Ultra Rare|N's Zoroark ex|175/159,SV09: Journey Together,Ultra Rare,N's Zoroark ex,175/159,4.35,4.07,-0.27999999999999936,-0.06436781609195388,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/623602/pokemon-sv09-journey-together-ns-zoroark-ex-175-159?Condition=Near+Mint&Printing=Holofoil&page=1
SV09: Journey Together|Special Illustration Rare|N's Zoroark ex|185/159,SV09: Journey Together,Special Illustration Rare,N's Zoroark ex,185/159,48.8,48.68,-0.11999999999999744,-0.0024590163934425707,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/623612/pokemon-sv09-journey-together-ns-zoroark-ex-185-159?Condition=Near+Mint&Printing=Holofoil&page=1
ME03: Perfect Order|Ultra Rare|Naveen|112/088,ME03: Perfect Order,Ultra Rare,Naveen,112/088,2.18,2.14,-0.040000000000000036,-0.018348623853211024,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/684347/pokemon-me03-perfect-order-naveen-112-088?Condition=Near+Mint&Printing=Holofoil&page=1
ME: Ascended Heroes|Illustration Rare|Numel|223/217,ME: Ascended Heroes,Illustration Rare,Numel,223/217,5.79,5.78,-0.009999999999999787,-0.0017271157167529857,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/676035/pokemon-me-ascended-heroes-numel-223-217?Condition=Near+Mint&Printing=Holofoil&page=1
ME02: Phantasmal Flames|Double Rare|Oricorio ex|018/094,ME02: Phantasmal Flames,Double Rare,Oricorio ex,018/094,0.67,0.62,-0.050000000000000044,-0.07462686567164185,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/662206/pokemon-me02-phantasmal-flames-oricorio-ex-018-094?Condition=Near+Mint&Printing=Holofoil&page=1
ME02: Phantasmal Flames|Ultra Rare|Oricorio ex|110/094,ME02: Phantasmal Flames,Ultra Rare,Oricorio ex,110/094,1.45,1.38,-0.07000000000000006,-0.04827586206896556,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/662207/pokemon-me02-phantasmal-flames-oricorio-ex-110-094?Condition=Near+Mint&Printing=Holofoil&page=1
SV09: Journey Together|Double Rare|Paldean Clodsire ex|094/159,SV09: Journey Together,Double Rare,Paldean Clodsire ex,094/159,0.58,0.53,-0.04999999999999993,-0.08620689655172403,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/623521/pokemon-sv09-journey-together-paldean-clodsire-ex?Condition=Near+Mint&Printing=Holofoil&page=1
ME02: Phantasmal Flames|Illustration Rare|Paldean Wooper|102/094,ME02: Phantasmal Flames,Illustration Rare,Paldean Wooper,102/094,5.08,4.94,-0.13999999999999968,-0.027559055118110173,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/662209/pokemon-me02-phantasmal-flames-paldean-wooper?Condition=Near+Mint&Printing=Holofoil&page=1
SV: Black Bolt|Illustration Rare|Pawniard|142/086,SV: Black Bolt,Illustration Rare,Pawniard,142/086,9.3,9.14,-0.16000000000000014,-0.01720430107526883,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/642596/pokemon-sv-black-bolt-pawniard-142-086?Condition=Near+Mint&Printing=Holofoil&page=1
ME02: Phantasmal Flames|Illustration Rare|Piplup|098/094,ME02: Phantasmal Flames,Illustration Rare,Piplup,098/094,13.8,13.7,-0.10000000000000142,-0.007246376811594305,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/662215/pokemon-me02-phantasmal-flames-piplup-098-094?Condition=Near+Mint&Printing=Holofoil&page=1
ME03: Perfect Order|Ultra Rare|Poke Pad|113/088,ME03: Perfect Order,Ultra Rare,Poke Pad,113/088,11.08,11.01,-0.07000000000000028,-0.006317689530685946,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/684333/pokemon-me03-perfect-order-poke-pad-113-088?Condition=Near+Mint&Printing=Holofoil&page=1
ME01: Mega Evolution|Ultra Rare|Premium Power Pro|174/132,ME01: Mega Evolution,Ultra Rare,Premium Power Pro,174/132,1.96,1.77,-0.18999999999999995,-0.09693877551020405,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/654513/pokemon-me01-mega-evolution-premium-power-pro-174-132?Condition=Near+Mint&Printing=Holofoil&page=1
ME03: Perfect Order|Illustration Rare|Probopass|096/088,ME03: Perfect Order,Illustration Rare,Probopass,096/088,1.18,1.12,-0.05999999999999983,-0.0508474576271185,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/684424/pokemon-me03-perfect-order-probopass-096-088?Condition=Near+Mint&Printing=Holofoil&page=1
SV10: Destined Rivals|Illustration Rare|Rapidash|189/182,SV10: Destined Rivals,Illustration Rare,Rapidash,189/182,9.82,9.79,-0.030000000000001137,-0.0030549898167007267,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/632989/pokemon-sv10-destined-rivals-rapidash-189-182?Condition=Near+Mint&Printing=Holofoil&page=1
ME03: Perfect Order|Illustration Rare|Raticate|099/088,ME03: Perfect Order,Illustration Rare,Raticate,099/088,2.39,2.36,-0.03000000000000025,-0.01255230125523023,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/684439/pokemon-me03-perfect-order-raticate-099-088?Condition=Near+Mint&Printing=Holofoil&page=1
SV10: Destined Rivals|Ultra Rare|Regirock ex|214/182,SV10: Destined Rivals,Ultra Rare,Regirock ex,214/182,1.49,1.46,-0.030000000000000027,-0.020134228187919483,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/633014/pokemon-sv10-destined-rivals-regirock-ex-214-182?Condition=Near+Mint&Printing=Holofoil&page=1
SV: White Flare|Double Rare|Reshiram ex|020/086,SV: White Flare,Double Rare,Reshiram ex,020/086,0.63,0.62,-0.010000000000000009,-0.015873015873015886,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/642132/pokemon-sv-white-flare-reshiram-ex?Condition=Near+Mint&Printing=Holofoil&page=1
ME03: Perfect Order|Ultra Rare|Rosa's Encouragement|114/088,ME03: Perfect Order,Ultra Rare,Rosa's Encouragement,114/088,4.47,4.39,-0.08000000000000007,-0.017897091722595095,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/684391/pokemon-me03-perfect-order-rosas-encouragement-114-088?Condition=Near+Mint&Printing=Holofoil&page=1
ME02: Phantasmal Flames|Special Illustration Rare|Rotom ex|126/094,ME02: Phantasmal Flames,Special Illustration Rare,Rotom ex,126/094,20.46,20.27,-0.19000000000000128,-0.009286412512219027,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/662222/pokemon-me02-phantasmal-flames-rotom-ex-126-094?Condition=Near+Mint&Printing=Holofoil&page=1
ME04: Chaos Rising|Ultra Rare|Roxie's Performance|112/086,ME04: Chaos Rising,Ultra Rare,Roxie's Performance,112/086,3.08,2.91,-0.16999999999999993,-0.05519480519480517,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/693541/pokemon-me04-chaos-rising-roxies-performance-112-086?Condition=Near+Mint&Printing=Holofoil&page=1
ME04: Chaos Rising|Special Illustration Rare|Roxie's Performance|121/086,ME04: Chaos Rising,Special Illustration Rare,Roxie's Performance,121/086,25.17,25.04,-0.13000000000000256,-0.005164878823996923,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/693542/pokemon-me04-chaos-rising-roxies-performance-121-086?Condition=Near+Mint&Printing=Holofoil&page=1
ME03: Perfect Order|Ultra Rare|Sacred Ash|115/088,ME03: Perfect Order,Ultra Rare,Sacred Ash,115/088,2.05,2.04,-0.009999999999999787,-0.004878048780487702,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/684326/pokemon-me03-perfect-order-sacred-ash?Condition=Near+Mint&Printing=Holofoil&page=1
SV09: Journey Together|Double Rare|Salamence ex|114/159,SV09: Journey Together,Double Rare,Salamence ex,114/159,0.64,0.63,-0.010000000000000009,-0.015625000000000014,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/623541/pokemon-sv09-journey-together-salamence-ex-114-159?Condition=Near+Mint&Printing=Holofoil&page=1
SV09: Journey Together|Ultra Rare|Salamence ex|177/159,SV09: Journey Together,Ultra Rare,Salamence ex,177/159,2.44,2.43,-0.009999999999999787,-0.0040983606557376175,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/623604/pokemon-sv09-journey-together-salamence-ex-177-159?Condition=Near+Mint&Printing=Holofoil&page=1
SV09: Journey Together|Special Illustration Rare|Salamence ex|187/159,SV09: Journey Together,Special Illustration Rare,Salamence ex,187/159,63.47,63.4,-0.07000000000000028,-0.0011028832519300502,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/623614/pokemon-sv09-journey-together-salamence-ex-187-159?Condition=Near+Mint&Printing=Holofoil&page=1
ME03: Perfect Order|Double Rare|Salazzle ex|016/088,ME03: Perfect Order,Double Rare,Salazzle ex,016/088,0.48,0.45,-0.02999999999999997,-0.062499999999999944,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/684376/pokemon-me03-perfect-order-salazzle-ex-016-088?Condition=Near+Mint&Printing=Holofoil&page=1
ME03: Perfect Order|Ultra Rare|Salazzle ex|101/088,ME03: Perfect Order,Ultra Rare,Salazzle ex,101/088,1.37,1.33,-0.040000000000000036,-0.029197080291970826,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/684377/pokemon-me03-perfect-order-salazzle-ex-101-088?Condition=Near+Mint&Printing=Holofoil&page=1
SV: Black Bolt|Double Rare|Serperior ex|003/086,SV: Black Bolt,Double Rare,Serperior ex,003/086,0.59,0.52,-0.06999999999999995,-0.11864406779661009,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/642452/pokemon-sv-black-bolt-serperior-ex?Condition=Near+Mint&Printing=Holofoil&page=1
SV: Black Bolt|Ultra Rare|Serperior ex|156/086,SV: Black Bolt,Ultra Rare,Serperior ex,156/086,1.37,1.32,-0.050000000000000044,-0.036496350364963535,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/642608/pokemon-sv-black-bolt-serperior-ex-156-086?Condition=Near+Mint&Printing=Holofoil&page=1
ME01: Mega Evolution|Illustration Rare|Shroodle|149/132,ME01: Mega Evolution,Illustration Rare,Shroodle,149/132,2.53,2.49,-0.03999999999999959,-0.015810276679841737,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/654488/pokemon-me01-mega-evolution-shroodle-149-132?Condition=Near+Mint&Printing=Holofoil&page=1
ME04: Chaos Rising|Illustration Rare|Sliggoo|095/086,ME04: Chaos Rising,Illustration Rare,Sliggoo,095/086,2.93,2.6,-0.33000000000000007,-0.11262798634812289,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/693546/pokemon-me04-chaos-rising-sliggoo-095-086?Condition=Near+Mint&Printing=Holofoil&page=1
ME01: Mega Evolution|Illustration Rare|Spiritomb|148/132,ME01: Mega Evolution,Illustration Rare,Spiritomb,148/132,2.99,2.87,-0.1200000000000001,-0.04013377926421408,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/654487/pokemon-me01-mega-evolution-spiritomb-148-132?Condition=Near+Mint&Printing=Holofoil&page=1
